n,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
128,18,RMP,baseline,0.0014119339903118089,5.628097278531641e-05,5.474104546010494e-05,0.000534676990355365,0.0002193820255342871,0.0
128,18,RMP,optimized,0.0005407849967014045,3.6210010875947773e-05,3.5501987440511584e-05,0.00012787697778549045,0.00013657502131536603,0.0001216780801769346
128,19,RMP,baseline,0.0011712510022334754,4.595500649884343e-05,3.7868026993237436e-05,0.00044957801583223045,0.00018894302775152028,0.0
128,19,RMP,optimized,0.0006326699949568138,4.422701022122055e-05,4.0947008528746665e-05,0.0001487420086050406,0.00015574994904454798,0.00014786799147259444
128,20,RMP,baseline,0.002048859008937143,8.050803444348276e-05,7.077203190419823e-05,0.00074314400262665,0.0003077380242757499,0.0
128,20,RMP,optimized,0.0007400129979941994,4.1064966353587806e-05,3.923397161997855e-05,0.00022903400531504303,0.00017142599972430617,0.0001422119967173785
128,21,RMP,baseline,0.00229660100012552,0.00010167702566832304,9.648596460465342e-05,0.0008372199954465032,0.00037456597783602774,0.0
128,21,RMP,optimized,0.0005715269944630563,4.1080027585849166e-05,3.136800660286099e-05,0.0001345089840469882,0.0001426550152245909,0.00013466102245729417
128,22,RMP,baseline,0.0025116019969573244,9.0687011834234e-05,9.542799671180546e-05,0.0009289309964515269,0.0004439329932210967,0.0
128,22,RMP,optimized,0.0012661189975915477,7.494199962820858e-05,7.414199353661388e-05,0.0003126569790765643,0.0003263940161559731,0.00029688597714994103
128,23,RMP,baseline,0.0019671509944600984,6.912299431860447e-05,6.853106606286019e-05,0.0007257270044647157,0.0003009679785463959,0.0
128,23,RMP,optimized,0.0013612390030175447,8.311001874972135e-05,0.00011515001824591309,0.0003387489850865677,0.00034812204830814153,0.0002711950073717162
128,24,RMP,baseline,0.0010078300110762939,3.863197343889624e-05,3.838397969957441e-05,0.00041132402839139104,0.00014504301361739635,0.0
128,24,RMP,optimized,0.0005309560074238107,3.4872005926445127e-05,2.7547983336262405e-05,0.00011870602611452341,0.00012603301729541272,0.0001274050009669736
128,25,RMP,baseline,0.0012558279995573685,5.842301470693201e-05,4.706598701886833e-05,0.00047321603051386774,0.00017688897787593305,0.0
128,25,RMP,optimized,0.0005929069884587079,3.977000596933067e-05,3.1567004043608904e-05,0.00013764502364210784,0.000147203027154319,0.00013966001279186457
128,26,RMP,baseline,0.0013590810121968389,5.1978000556118786e-05,4.761602031067014e-05,0.0005190520314499736,0.0002126420004060492,0.0
128,26,RMP,optimized,0.0005895649956073612,3.949602250941098e-05,3.179798659402877e-05,0.0001390289980918169,0.00014273000124376267,0.00013637197844218463
128,27,RMP,baseline,0.001083637005649507,5.0842019845731556e-05,3.573697176761925e-05,0.0004446419916348532,0.00015319498197641224,0.0
128,27,RMP,optimized,0.0007798500009812415,4.33129898738116e-05,4.35479887528345e-05,0.00022465096844825894,0.00018006001482717693,0.0001645279990043491
128,28,RMP,baseline,0.002275860999361612,7.91850034147501e-05,7.781400927342474e-05,0.0008665260102134198,0.00034922006307169795,0.0
128,28,RMP,optimized,0.0011495329963508993,7.964800170157105e-05,7.429101970046759e-05,0.0002817330096149817,0.0003020010481122881,0.0002470000326866284
128,29,RMP,baseline,0.0022680160036543384,8.539701229892671e-05,8.410097507294267e-05,0.0008487159357173368,0.0003649460122687742,0.0
128,29,RMP,optimized,0.0011501879926072434,6.334602949209511e-05,9.754997154232115e-05,0.0002905430010287091,0.00027489296917337924,0.00025491995620541275
128,30,RMP,baseline,0.0024280810030177236,8.263997733592987e-05,0.00010075503087136894,0.0008856119820848107,0.0004540830268524587,0.0
128,30,RMP,optimized,0.0013118599890731275,0.00011013999755959958,8.29570199130103e-05,0.0003054830012843013,0.000352377028320916,0.0002879699895856902
128,31,RMP,baseline,0.0013597239885712042,4.7893961891531944e-05,6.416802352759987e-05,0.0005180030275369063,0.00018820601690094918,0.0
128,31,RMP,optimized,0.0007097449997672811,4.493101732805371e-05,3.954402927774936e-05,0.0001567879953654483,0.00017795298481360078,0.00014264100173022598
128,32,RMP,baseline,0.0012969980016350746,5.731302371714264e-05,4.6492990804836154e-05,0.0004884749941993505,0.00020188400230836123,0.0
