trial,k,algorithm,implementation,label,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
5,4,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,2.4388133697106668e-31,4.938434336619924e-16,1.0,1.0,1,0.00018823000209522434,4,4.0,6.317895288550365e-16,target_sparsity_reached,0,0,5.8138000895269215e-05,1.0,False,,0,0,1.2811014527541424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0,1.7269001546083018e-05,2.856900027836673e-05,5.8138000895269215e-05,2.3764994693920016e-05,0.0
5,4,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,1.4517878110657736e-20,1.204901577335582e-10,1.0,1.0,1,0.000269120999291772,4,4.0,1.3273620219519525e-10,target_sparsity_reached,0,0,0.00010416199802421033,1.0,True,,0,0,1.2811014527541424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0,2.283999856445007e-05,2.4469994968967512e-05,0.00010416199802421033,3.6110999644733965e-05,3.867000123136677e-05
5,4,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,1.4591191100833048e-31,3.8198417638474305e-16,1.0,1.0,1,0.0002080529993691016,2,4.0,4.86762294563003e-16,target_sparsity_reached,0,0,6.05529967288021e-05,3.0,False,,0,0,1.2811014527541427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,768.0,2048.0,256.0,0.0,0.0,56.0,24.0,0.0,0.0,0.0,16.0,0.0,1.1738000466721132e-05,6.084800043026917e-05,6.05529967288021e-05,2.095099989674054e-05,0.0
5,4,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,1.451792838413976e-20,1.2049036635407728e-10,1.0,1.0,1,9.216499893227592e-05,2,4.0,1.3273643011057034e-10,target_sparsity_reached,0,0,3.0040002457099035e-05,3.0,True,,0,0,1.2811014527541427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,768.0,0.0,256.0,0.0,0.0,32.0,24.0,0.0,0.0,0.0,8.0,0.0,9.142000635620207e-06,1.9327999325469136e-05,3.0040002457099035e-05,8.775998139753938e-06,0.0
5,4,Improved-gOMP,baseline,Improved-gOMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,1.4591191100833048e-31,3.8198417638474305e-16,1.0,1.0,1,0.0006366449997585732,2,4.0,4.86762294563003e-16,residual_tol,0,0,4.0330000047106296e-05,12.0,False,,0,0,1.2811014527541427,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2952.0,768.0,2048.0,0.0,0.0,0.0,48.0,24.0,16.0,16.0,16.0,16.0,0.0,9.015002433443442e-06,0.00039585600097780116,2.584299727459438e-05,1.1864001862704754e-05,0.00010506000035093166
5,4,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,1.4591191100833048e-31,3.8198417638474305e-16,1.0,1.0,1,0.00041690299985930324,2,4.0,4.86762294563003e-16,residual_tol,0,0,3.4611995943123475e-05,0.0,True,,0,0,1.2811014527541427,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3056.0,768.0,2048.0,0.0,128.0,32.0,32.0,24.0,16.0,0.0,0.0,8.0,0.0,8.90900264494121e-06,0.00013427000158117153,6.549899990204722e-05,1.293099921895191e-05,0.00014333199942484498
6,4,OMP,baseline,OMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,8.739727124087075e-31,9.34865077114718e-16,1.0,1.0,1,0.00019929100017179735,4,4.0,1.3739053735814858e-15,target_sparsity_reached,0,0,6.675999975414015e-05,1.0,False,,0,0,1.252556810248992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968.0,768.0,2048.0,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,32.0,0.0,1.6017002053558826e-05,2.9591003112727776e-05,6.675999975414015e-05,2.425100319669582e-05,0.0
6,4,OMP,optimized,OMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,1.1831228468421888e-20,1.0877145061284182e-10,1.0,1.0,1,0.00014550299965776503,4,4.0,1.4981602101461114e-10,target_sparsity_reached,0,0,5.3598996601067483e-05,1.0,True,,0,0,1.252556810248992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,768.0,0.0,256.0,128.0,32.0,32.0,40.0,0.0,0.0,0.0,8.0,0.0,1.426000744686462e-05,7.351998647209257e-06,5.3598996601067483e-05,1.7575999663677067e-05,2.6983001589542255e-05
6,4,gOMP,baseline,gOMP (baseline),96,256,0.375,gaussian,gaussian,clean,0.0,0.002609114138529132,0.05107948843253162,0.75,0.75,0,0.0001045219978550449,2,4.0,0.07240252196905426,target_sparsity_reached,1,1,3.517899676808156e-05,3.0,False,,0,0,1.476827805789292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,768.0,2048.0,256.0,0.0,0.0,56.0,24.0,0.0,0.0,0.0,16.0,0.0,6.973001291044056e-06,1.994400008697994e-05,3.517899676808156e-05,1.0118001227965578e-05,0.0
6,4,gOMP,optimized,gOMP (optimized),96,256,0.375,gaussian,gaussian,clean,0.0,0.002609114138034767,0.05107948842769244,0.75,0.75,0,7.39759998396039e-05,2,4.0,0.07240252196905428,target_sparsity_reached,1,1,2.2724998416379094e-05,3.0,True,,0,0,1.476827805789292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,768.0,0.0,256.0,0.0,0.0,32.0,24.0,0.0,0.0,0.0,8.0,0.0,6.523001502500847e-06,1.624499782337807e-05,2.2724998416379094e-05,7.611004548380151e-06,0.0
