matrix_kind,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
gaussian,5,Improved-gOMP,optimized,0.0011347729996487033,2.290699558216147e-05,0.0005719459986721631,0.00026376899404567666,3.889699655701406e-05,0.00010482500147190876
gaussian,6,Improved-gOMP,baseline,0.0028016400028718635,3.064699922106229e-05,0.0019223400049668271,0.00019071000133408234,3.766700319829397e-05,0.00033121000160463154
gaussian,6,Improved-gOMP,optimized,0.0017322290004813112,2.9595994419651106e-05,0.000763296993682161,0.0002734640038397629,5.174899706616998e-05,0.0004063580054207705
gaussian,7,Improved-gOMP,baseline,0.003277151001384482,2.961600330309011e-05,0.0025603670001146384,0.00016456799494335428,3.481400563032366e-05,0.00013291700088302605
gaussian,7,Improved-gOMP,optimized,0.001270564000151353,3.263100006734021e-05,0.0005873239970242139,0.00023033300021779723,0.0001478690028307028,0.00011598700075410306
gaussian,8,Improved-gOMP,baseline,0.0021086449996801093,2.7743000828195363e-05,0.0014581959985662252,0.0001443230030417908,5.315100497682579e-05,0.00013546199625125155
gaussian,8,Improved-gOMP,optimized,0.0008027369985939004,2.136199691449292e-05,0.00046160200145095587,0.00018500700025469996,3.102899427176453e-05,2.5000044843181968e-06
gaussian,9,Improved-gOMP,baseline,0.0022070039995014668,2.5626002752687782e-05,0.001542771002277732,0.00018672899750526994,3.628899867180735e-05,0.0001266819963348098
gaussian,9,Improved-gOMP,optimized,0.0010760389995994046,2.156799382646568e-05,0.0005686320073436946,0.00021703600577893667,3.537699376465753e-05,0.00010091599688166752
gaussian,10,Improved-gOMP,baseline,0.0026086399993801024,4.2822997784242034e-05,0.0018689909993554465,0.00018136399376089685,4.1041999793378636e-05,0.0001436909988115076
gaussian,10,Improved-gOMP,optimized,0.0008308479991683271,2.1841002308065072e-05,0.00047894299859763123,0.00019150600201101042,3.136200029985048e-05,2.4140026653185487e-06
gaussian,11,Improved-gOMP,baseline,0.002835528001014609,2.9567003366537392e-05,0.001852156001405092,0.00016763000166974962,4.1222992877010256e-05,0.00037814199458807707
gaussian,11,Improved-gOMP,optimized,0.0015079169970704243,2.335000317543745e-05,0.0005879390009795316,0.0002333490010641981,3.6597000871552154e-05,0.0004819040077563841
gaussian,12,Improved-gOMP,baseline,0.0024102090028463863,2.824300099746324e-05,0.0017320060069323517,0.00018292199456482194,3.780199767788872e-05,0.00012949499796377495
gaussian,12,Improved-gOMP,optimized,0.0013451720005832613,2.5808996724663302e-05,0.0007654669971088879,0.0002556530016590841,3.864699829136953e-05,0.00011821399675682187
gaussian,13,Improved-gOMP,baseline,0.0016433419987151865,2.0454997866181657e-05,0.0011343789992679376,0.00011670800449792296,2.511900311219506e-05,0.00012361100743873976
gaussian,13,Improved-gOMP,optimized,0.0016558930001338013,2.785399919957854e-05,0.0008615529986855108,0.00037342400537454523,5.104799856781028e-05,0.00016145099652931094
gaussian,14,Improved-gOMP,baseline,0.0026829550006368663,3.014199683093466e-05,0.0017948899949260522,0.0001563969999551773,3.34699907398317e-05,0.00035139299507136457
gaussian,14,Improved-gOMP,optimized,0.0014112680000835098,2.4800003302516416e-05,0.0005569880013354123,0.00021344599736039527,3.504600317683071e-05,0.0004465530000743456
gaussian,15,Improved-gOMP,baseline,0.0024391929982812144,2.688399763428606e-05,0.0017289250026806258,0.00018228100088890642,3.685098999994807e-05,0.00014088700118009
gaussian,15,Improved-gOMP,optimized,0.001096422998671187,2.17709930439014e-05,0.0005749420015490614,0.00022351700317813084,3.426600233069621e-05,0.00010598299923003651
