trial,measurement_ratio,algorithm,m,n,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver
2,0.625,OMP,160,256,gaussian,gaussian,20.0,0.030144642226758885,0.0016233799152815063,0.040291189052713575,0.9375,0.9375,0,0.0010089999996125698,16,16.0,0.29109828587317604,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.8685346167797505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.030144642226758885,0.0016233799152815063,0.040291189052713575,0.9375,0.9375,0,0.0004421000194270164,6,16.0,0.29109828587317604,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.8685346167797505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.030144642226758885,0.0016233799119885683,0.04029118901184933,0.9375,0.9375,0,0.0016187999863177538,6,16.0,0.2910982858731761,target_sparsity_reached,1,1,0.00013860000763088465,18.166666666666668,True,cholesky_solve,1,0,1.8685346167797505,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2,0.625,RMP,160,256,gaussian,gaussian,20.0,0.030144642226758885,0.001623379915281518,0.04029118905271372,0.9375,0.9375,0,0.0010414999851491302,16,16.0,0.2910982858731761,target_sparsity_reached,1,1,0.0004217000096105039,1.0,False,,0,0,1.8685346167797505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.625,OMP,160,256,gaussian,gaussian,20.0,0.030421792506887424,0.0019623255877030906,0.04429814429186724,0.875,0.875,0,0.001066900003934279,16,16.0,0.3159940424851427,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.7338626651695266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.030421792506887424,0.0019623255877030967,0.04429814429186731,0.875,0.875,0,0.00042559998109936714,6,16.0,0.3159940424851426,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.733862665169527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.030421792506887424,0.0017581273240213672,0.04193002890556322,0.875,0.875,0,0.0016866000078152865,6,16.0,0.3224098419180756,target_sparsity_reached,2,2,0.00014530002954415977,18.5,True,cholesky_solve,1,0,1.9022812751240177,1.0,1.0,0.0,0.0,1.0,0.0,1.0
3,0.625,RMP,160,256,gaussian,gaussian,20.0,0.030421792506887424,0.00196232558770309,0.044298144291867236,0.875,0.875,0,0.0010145000123884529,16,16.0,0.31599404248514257,target_sparsity_reached,2,2,0.000393800059100613,1.0,False,,0,0,1.7338626651695266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.625,OMP,160,256,gaussian,gaussian,20.0,0.03341713391325908,0.0016768476881666766,0.04094933074137692,0.9375,0.9375,0,0.0011433999752625823,16,16.0,0.3852426329404509,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.7504580555817002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.03341713391325908,0.0016768476881666656,0.04094933074137678,0.9375,0.9375,0,0.00046030001249164343,6,16.0,0.38524263294045097,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.7504580555817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.03341713391325908,0.005025428608386476,0.0708902574997896,0.8125,1.0,0,0.0011189999931957573,5,13.0,0.45774706934198917,noise_floor,0,3,9.369998588226736e-05,19.2,True,,0,0,1.6572462327436095,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4,0.625,RMP,160,256,gaussian,gaussian,20.0,0.03341713391325908,0.0016768476881666747,0.04094933074137689,0.9375,0.9375,0,0.0009720000089146197,16,16.0,0.3852426329404509,target_sparsity_reached,1,1,0.0003941000031773001,1.0,False,,0,0,1.7504580555817002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.625,OMP,160,256,gaussian,gaussian,20.0,0.027470596515172346,0.0005068782091686029,0.02251395587560309,1.0,1.0,1,0.0009882000158540905,16,16.0,0.37517978838956023,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.766275137605331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.027470596515172346,0.0005068782091686277,0.022513955875603644,1.0,1.0,1,0.00041119998786598444,6,16.0,0.37517978838956023,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.7662751376053305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.027470596515172346,0.0005068782111239369,0.022513955919028023,1.0,1.0,1,0.0015599000034853816,6,16.0,0.3751797883895602,target_sparsity_reached,0,0,0.00013620004756376147,18.166666666666668,True,cholesky_solve,1,0,1.7662751376053305,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5,0.625,RMP,160,256,gaussian,gaussian,20.0,0.027470596515172346,0.0005068782091686006,0.02251395587560304,1.0,1.0,1,0.0010605999850668013,16,16.0,0.3751797883895601,target_sparsity_reached,0,0,0.00041100013186223805,1.0,False,,0,0,1.766275137605331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.625,OMP,160,256,gaussian,gaussian,20.0,0.021389797686017505,0.0013199503586625244,0.03633112107632414,0.9375,0.9375,0,0.0009926999919116497,16,16.0,0.2503929969163386,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.6897908561452366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.021389797686017505,0.0013199503586625114,0.03633112107632396,0.9375,0.9375,0,0.00043929999810643494,6,16.0,0.2503929969163386,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.689790856145237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.021389797686017505,0.0032002076704008464,0.05657037802950274,0.75,1.0,0,0.00104010000359267,5,12.0,0.28586854409282614,noise_floor,0,4,8.939998224377632e-05,18.0,True,,0,0,1.581094475192665,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6,0.625,RMP,160,256,gaussian,gaussian,20.0,0.021389797686017505,0.0013199503586625277,0.03633112107632419,0.9375,0.9375,0,0.0009922999888658524,16,16.0,0.2503929969163386,target_sparsity_reached,1,1,0.0003925000492017716,1.0,False,,0,0,1.6897908561452366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.625,OMP,160,256,gaussian,gaussian,20.0,0.03798827829022624,0.0015091852356114177,0.038848233365385065,0.9375,0.9375,0,0.0016355000261683017,16,16.0,0.42265581574107863,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.7906322184741963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.03798827829022624,0.0014782855082837996,0.038448478621186034,0.9375,0.9375,0,0.0006364999862853438,6,16.0,0.42985443910319626,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.802483920584876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.03798827829022624,0.0015091852362676028,0.03884823337383056,0.9375,0.9375,0,0.002257499989354983,6,16.0,0.42265581574107863,target_sparsity_reached,1,1,0.00017530002514831722,18.166666666666668,True,cholesky_solve,1,0,1.7906322184741956,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,0.625,RMP,160,256,gaussian,gaussian,20.0,0.03798827829022624,0.0015091852356114177,0.038848233365385065,0.9375,0.9375,0,0.0010070999851450324,16,16.0,0.42265581574107863,target_sparsity_reached,1,1,0.0003943000338040292,1.0,False,,0,0,1.7906322184741963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.625,OMP,160,256,gaussian,gaussian,20.0,0.030070624310951016,0.004351319186065569,0.065964529757026,0.875,0.875,0,0.0010829000093508512,16,16.0,0.37840823054143985,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.646031748659833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.030070624310951016,0.0037407392751090483,0.06116158332735548,0.875,0.875,0,0.0005887000006623566,6,16.0,0.38951370634045523,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.6848349504401072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.030070624310951016,0.0043513191850788275,0.06596452974954667,0.875,0.875,0,0.0018062999879475683,6,16.0,0.37840823054143996,target_sparsity_reached,2,2,0.0001538000360596925,18.0,True,cholesky_solve,1,0,1.6460317486598328,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,0.625,RMP,160,256,gaussian,gaussian,20.0,0.030070624310951016,0.00435131918606557,0.065964529757026,0.875,0.875,0,0.0010298000124748796,16,16.0,0.37840823054143985,target_sparsity_reached,2,2,0.00042310002027079463,1.0,False,,0,0,1.646031748659833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.625,OMP,160,256,gaussian,gaussian,20.0,0.02119428141640151,0.0023309465498593143,0.04827987727676319,0.9375,0.9375,0,0.0010873000137507915,16,16.0,0.23836434177016247,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.5530232659223397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.02119428141640151,0.002330946549859284,0.04827987727676287,0.9375,0.9375,0,0.0004535000189207494,6,16.0,0.2383643417701625,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.5530232659223395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.02119428141640151,0.0023309465484717836,0.04827987726239352,0.9375,0.9375,0,0.0016035999869927764,6,16.0,0.23836434177016247,target_sparsity_reached,1,1,0.00014629997895099223,17.833333333333332,True,cholesky_solve,1,0,1.5530232659223395,1.0,1.0,0.0,0.0,1.0,0.0,1.0
9,0.625,RMP,160,256,gaussian,gaussian,20.0,0.02119428141640151,0.0023309465498593074,0.04827987727676312,0.9375,0.9375,0,0.0010658000246621668,16,16.0,0.2383643417701625,target_sparsity_reached,1,1,0.00041410003905184567,1.0,False,,0,0,1.5530232659223397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.625,OMP,160,256,gaussian,gaussian,20.0,0.03100500831550376,0.00244331870622764,0.049429937348004396,0.875,0.875,0,0.0012181999918539077,16,16.0,0.3725849567779784,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.549378285076716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.03100500831550376,0.003253061465424211,0.05703561576264616,0.8125,0.8125,0,0.0005431000026874244,6,16.0,0.3786395231452056,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.6613758016175029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.03100500831550376,0.0015466044218931886,0.039326891841247616,0.8125,1.0,0,0.0013910999987274408,5,13.0,0.40943221192973195,noise_floor,0,3,0.00011550000635907054,19.2,True,,0,0,1.496976902914874,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10,0.625,RMP,160,256,gaussian,gaussian,20.0,0.03100500831550376,0.002443318706227638,0.049429937348004375,0.875,0.875,0,0.0010008999961428344,16,16.0,0.3725849567779785,target_sparsity_reached,2,2,0.00041080001392401755,1.0,False,,0,0,1.549378285076716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.625,OMP,160,256,gaussian,gaussian,20.0,0.02250695142429112,0.0020911904249656587,0.045729535586595,0.9375,0.9375,0,0.0009870000067166984,16,16.0,0.28936980272497836,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.8515542026400658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.02250695142429112,0.0017110591942431422,0.04136495127814297,0.9375,0.9375,0,0.0004398000019136816,6,16.0,0.29044188852399033,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.9069624455600738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.02250695142429112,0.0020911904283958333,0.04572953562410002,0.9375,0.9375,0,0.0016016000008676201,6,16.0,0.28936980272497836,target_sparsity_reached,1,1,0.000135900016175583,18.166666666666668,True,cholesky_solve,1,0,1.8515542026400662,1.0,1.0,0.0,0.0,1.0,0.0,1.0
11,0.625,RMP,160,256,gaussian,gaussian,20.0,0.02250695142429112,0.002091190424965646,0.045729535586594865,0.9375,0.9375,0,0.0010606999858282506,16,16.0,0.28936980272497836,target_sparsity_reached,1,1,0.0004068999260198325,1.0,False,,0,0,1.8515542026400658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.625,OMP,160,256,gaussian,gaussian,20.0,0.03057290741117209,0.0030776966257146476,0.055476991858919744,0.875,0.875,0,0.000957300013396889,16,16.0,0.3482089277734942,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.7219882501828931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.03057290741117209,0.003077696625714634,0.055476991858919626,0.875,0.875,0,0.00044159998651593924,6,16.0,0.34820892777349427,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.7219882501828931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.03057290741117209,0.0030776966280694307,0.0554769918801428,0.875,0.875,0,0.0015359999961219728,6,16.0,0.3482089277734942,target_sparsity_reached,2,2,0.00013109997962601483,19.0,True,cholesky_solve,1,0,1.7219882501828931,1.0,1.0,0.0,0.0,1.0,0.0,1.0
12,0.625,RMP,160,256,gaussian,gaussian,20.0,0.03057290741117209,0.0030776966257146515,0.05547699185891978,0.875,0.875,0,0.000976100011030212,16,16.0,0.34820892777349427,target_sparsity_reached,2,2,0.00039370000013150275,1.0,False,,0,0,1.7219882501828931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.625,OMP,160,256,gaussian,gaussian,20.0,0.024644790255536807,0.0015712140622286274,0.03963854263502416,1.0,1.0,1,0.0014799000055063516,16,16.0,0.27493609413089265,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.6936167482682625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.024644790255536807,0.0015712140622286233,0.0396385426350241,1.0,1.0,1,0.000519299996085465,6,16.0,0.27493609413089276,target_sparsity_reached,0,0,0.0,3.0,False,,0,0,1.6936167482682625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.024644790255536807,0.0015712140645908529,0.03963854266482123,1.0,1.0,1,0.002064500004053116,6,16.0,0.2749360941308927,target_sparsity_reached,0,0,0.00022220000391826034,18.5,True,cholesky_solve,1,0,1.6936167482682625,1.0,1.0,0.0,0.0,1.0,0.0,1.0
13,0.625,RMP,160,256,gaussian,gaussian,20.0,0.024644790255536807,0.0015712140622286214,0.03963854263502408,1.0,1.0,1,0.001465800014557317,16,16.0,0.27493609413089265,target_sparsity_reached,0,0,0.0005608000792562962,1.0,False,,0,0,1.6936167482682625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.625,OMP,160,256,gaussian,gaussian,20.0,0.03361159155514082,0.0061509848809589256,0.0784282148270565,0.8125,0.8125,0,0.0010932000004686415,16,16.0,0.40599776592516795,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,1.805696111830517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.03361159155514082,0.005933351445863689,0.07702825095939599,0.8125,0.8125,0,0.0005150999932084233,6,16.0,0.41106379243171565,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.868452756397814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.03361159155514082,0.002374626645975586,0.04873014104202435,0.8125,1.0,0,0.001233399991178885,5,13.0,0.45041507528744346,noise_floor,0,3,0.00010740003199316561,18.6,True,,0,0,1.6248995493906533,0.0,0.0,0.0,0.0,1.0,0.0,1.0
14,0.625,RMP,160,256,gaussian,gaussian,20.0,0.03361159155514082,0.006150984880958894,0.0784282148270563,0.8125,0.8125,0,0.0010156999924220145,16,16.0,0.40599776592516784,target_sparsity_reached,3,3,0.00040299995453096926,1.0,False,,0,0,1.805696111830517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.625,OMP,160,256,gaussian,gaussian,20.0,0.025469891633634136,0.001604017405907189,0.0400501860907935,0.9375,0.9375,0,0.0012966000067535788,16,16.0,0.2889498958812207,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.5693064874940617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.025469891633634136,0.001604017405907145,0.04005018609079295,0.9375,0.9375,0,0.0004946000117342919,6,16.0,0.2889498958812207,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.569306487494062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.025469891633634136,0.0010664344040842732,0.03265630726344106,0.9375,1.0,0,0.0017489000165369362,6,15.0,0.2983906151932571,noise_floor,0,1,0.00016190001042559743,17.166666666666668,True,cholesky_solve,1,0,1.5609046684273438,1.0,1.0,0.0,0.0,1.0,0.0,1.0
15,0.625,RMP,160,256,gaussian,gaussian,20.0,0.025469891633634136,0.001604017405907189,0.0400501860907935,0.9375,0.9375,0,0.0012415999954100698,16,16.0,0.2889498958812207,target_sparsity_reached,1,1,0.0004762000753544271,1.0,False,,0,0,1.5693064874940617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.625,OMP,160,256,gaussian,gaussian,20.0,0.027903291152552887,0.000800839033632325,0.02829909951981379,1.0,1.0,1,0.0009731999889481813,16,16.0,0.3416358006073872,target_sparsity_reached,0,0,0.0,1.0,False,,0,0,1.6622294640047428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.027903291152552887,0.004344943100775374,0.06591618238926897,0.9375,0.9375,0,0.0007789999945089221,6,16.0,0.3618752388253328,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.6729174488772116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.027903291152552887,0.0008008390353472329,0.028299099550113477,1.0,1.0,1,0.0023486999853048474,6,16.0,0.3416358006073872,target_sparsity_reached,0,0,0.0001758000289555639,18.166666666666668,True,cholesky_solve,1,0,1.662229464004743,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16,0.625,RMP,160,256,gaussian,gaussian,20.0,0.027903291152552887,0.0008008390336323131,0.02829909951981358,1.0,1.0,1,0.0017456999921705574,16,16.0,0.3416358006073872,target_sparsity_reached,0,0,0.0007213999633677304,1.0,False,,0,0,1.6622294640047428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.625,OMP,160,256,gaussian,gaussian,20.0,0.030593076563608938,0.0021149469469683075,0.0459885523469516,0.875,0.875,0,0.0018797000229824334,16,16.0,0.3157718458801304,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.5916647207246324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.030593076563608938,0.00218022123314601,0.04669283920630667,0.875,0.875,0,0.0008636999991722405,6,16.0,0.3159515592296581,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,1.6531324008712298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.030593076563608938,0.004987597638387468,0.07062292572803443,0.75,1.0,0,0.0013251999916974455,5,12.0,0.3872322147044911,noise_floor,0,4,0.00011590000940486789,18.2,True,,0,0,1.4449428371976922,0.0,0.0,0.0,0.0,1.0,0.0,1.0
17,0.625,RMP,160,256,gaussian,gaussian,20.0,0.030593076563608938,0.002114946946968284,0.045988552346951345,0.875,0.875,0,0.0010135000047739595,16,16.0,0.3157718458801304,target_sparsity_reached,2,2,0.00039249996189028025,1.0,False,,0,0,1.5916647207246324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.625,OMP,160,256,gaussian,gaussian,20.0,0.027550929577344653,0.002812122050444313,0.05302944512668705,0.8125,0.8125,0,0.000985099992249161,16,16.0,0.310807045195356,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,1.7847674786316314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.027550929577344653,0.002553226638002864,0.05052946306861833,0.8125,0.8125,0,0.00041450001299381256,6,16.0,0.3120129557000282,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,1.7902471146768688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.027550929577344653,0.0012114018763191637,0.034805198984047825,0.75,1.0,0,0.0013341000012587756,5,12.0,0.3517315598303412,noise_floor,0,4,0.00011509997420944273,17.6,True,,0,0,1.7040326754184623,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18,0.625,RMP,160,256,gaussian,gaussian,20.0,0.027550929577344653,0.002812122050444313,0.05302944512668705,0.8125,0.8125,0,0.0013815000129397959,16,16.0,0.310807045195356,target_sparsity_reached,3,3,0.0005320999771356583,1.0,False,,0,0,1.7847674786316314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.625,OMP,160,256,gaussian,gaussian,20.0,0.02257876462822865,0.0019422393625522338,0.0440708448132349,0.9375,0.9375,0,0.001050599996233359,16,16.0,0.2451170527954482,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.6690680217062954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.625,gOMP,160,256,gaussian,gaussian,20.0,0.02257876462822865,0.0013167019896350317,0.03628638848983227,0.9375,0.9375,0,0.0007712000224273652,6,16.0,0.25008928539790337,target_sparsity_reached,1,1,0.0,3.0,False,,0,0,1.717236729981486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.625,Improved-gOMP,160,256,gaussian,gaussian,20.0,0.02257876462822865,0.0013167019918362188,0.03628638852016302,0.9375,0.9375,0,0.0016439000028185546,6,16.0,0.2500892853979033,target_sparsity_reached,1,1,0.00014189997455105186,18.666666666666668,True,cholesky_solve,1,0,1.7172367299814861,1.0,1.0,0.0,0.0,1.0,0.0,1.0
19,0.625,RMP,160,256,gaussian,gaussian,20.0,0.02257876462822865,0.001942239362552246,0.04407084481323504,0.9375,0.9375,0,0.0010067000112030655,16,16.0,0.24511705279544818,target_sparsity_reached,1,1,0.0003908999206032604,1.0,False,,0,0,1.6690680217062954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
