k,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
4,62,OMP,baseline,0.0002157700073439628,1.8865990568883717e-05,3.083498449996114e-05,7.201300468295813e-05,2.5636007194407284e-05,0.0
4,62,OMP,optimized,0.00016567099373787642,1.822601188905537e-05,7.606999133713543e-06,6.261699309106916e-05,1.8017992260865867e-05,3.0037015676498413e-05
4,63,OMP,baseline,0.00020604301244020462,1.8499020370654762e-05,2.968900662381202e-05,6.720700184814632e-05,2.3267988581210375e-05,0.0
4,63,OMP,optimized,0.0001498039928264916,1.6694990335963666e-05,6.871981895528734e-06,5.4240983445197344e-05,1.6344987670890987e-05,2.7596994186751544e-05
4,64,OMP,baseline,0.0003009329957421869,2.022800617851317e-05,4.5648004743270576e-05,0.00011499800893943757,3.427499905228615e-05,0.0
4,64,OMP,optimized,0.00045440100075211376,7.669498154427856e-05,4.44890174549073e-05,0.0001501250226283446,4.322399036027491e-05,7.97709944890812e-05
4,65,OMP,baseline,0.00023681200400460511,2.153603418264538e-05,3.828002081718296e-05,7.631399785168469e-05,2.9839007765986025e-05,0.0
4,65,OMP,optimized,0.00017696201393846422,1.9639002857729793e-05,8.671981049701571e-06,6.180600030347705e-05,1.8493999959900975e-05,2.9404982342384756e-05
4,66,OMP,baseline,0.00024022700381465256,1.653698564041406e-05,3.1965013477019966e-05,9.105699427891523e-05,2.84690031548962e-05,0.0
4,66,OMP,optimized,0.00015350199828390032,1.4215998817235231e-05,7.751979865133762e-06,5.772801523562521e-05,1.7126003513112664e-05,2.8405003831721842e-05
4,67,OMP,baseline,0.00029521599935833365,2.1225016098469496e-05,4.8197980504482985e-05,9.30319947656244e-05,4.186999285593629e-05,0.0
4,67,OMP,optimized,0.00016108200361486524,1.5027006156742573e-05,7.701019058004022e-06,6.146398663986474e-05,1.786799111869186e-05,2.9471004381775856e-05
4,68,OMP,baseline,0.00019095999596174806,1.544599945191294e-05,2.9181988793425262e-05,6.120800389908254e-05,2.15010077226907e-05,0.0
4,68,OMP,optimized,0.00016537799092475325,1.4885998098179698e-05,1.1631986126303673e-05,5.891300679650158e-05,1.766700006555766e-05,2.984200546052307e-05
4,69,OMP,baseline,0.00018877300317399204,1.9451981643214822e-05,2.759000926744193e-05,5.834101466462016e-05,2.0526000298559666e-05,0.0
4,69,OMP,optimized,0.00019134000467602164,1.6599995433352888e-05,8.816990884952247e-06,6.492900138255209e-05,2.2338979761116207e-05,4.608002200257033e-05
4,70,OMP,baseline,0.00022095799795351923,1.5967001672834158e-05,3.163701330777258e-05,6.546798977069557e-05,2.770600258372724e-05,0.0
4,70,OMP,optimized,0.00015794500359334052,1.458998303860426e-05,7.5419811764732e-06,5.966502067167312e-05,1.83489901246503e-05,2.8444977942854166e-05
4,71,OMP,baseline,0.00022033799905329943,1.9346000044606626e-05,3.3980002626776695e-05,7.168800220824778e-05,2.5366025511175394e-05,0.0
4,71,OMP,optimized,0.0002115520037477836,4.019500920549035e-05,1.0863004717975855e-05,7.254000229295343e-05,2.0760984625667334e-05,3.152701538056135e-05
4,72,OMP,baseline,0.0002499799884390086,1.8300983356311917e-05,3.917398862540722e-05,8.735399751458317e-05,2.6860987418331206e-05,0.0
4,72,OMP,optimized,0.00016631100152153522,1.5232013538479805e-05,8.485993021167815e-06,5.984400922898203e-05,1.9085011444985867e-05,2.9961986001580954e-05
4,73,OMP,baseline,0.0002478969981893897,1.8323000404052436e-05,3.510800888761878e-05,8.481000259052962e-05,2.6578010874800384e-05,0.0
4,73,OMP,optimized,0.0001703890011413023,1.5267010894604027e-05,8.139031706377864e-06,6.211998697835952e-05,1.9643979612737894e-05,3.082100010942668e-05
4,74,OMP,baseline,0.00021716501214541495,1.6910023987293243e-05,3.069399099331349e-05,7.684800948482007e-05,2.3289991077035666e-05,0.0
4,74,OMP,optimized,0.00019195298955310136,1.585301652085036e-05,1.1656986316666007e-05,6.211399158928543e-05,2.08609999390319e-05,4.861298657488078e-05
4,75,OMP,baseline,0.00019088698900304735,1.5646015526726842e-05,2.9970004106871784e-05,6.095101707614958e-05,2.0895007764920592e-05,0.0
4,75,OMP,optimized,0.00017020000086631626,1.4717981684952974e-05,7.205002475529909e-06,5.569499626290053e-05,1.7048005247488618e-05,2.6807014364749193e-05
4,76,OMP,baseline,0.00020800500351469964,1.905701356008649e-05,3.4370023058727384e-05,6.80399825796485e-05,2.1016981918364763e-05,0.0
4,76,OMP,optimized,0.0002316719910595566,1.4697987353429198e-05,7.315989932976663e-06,5.6845019571483135e-05,2.44490074692294e-05,3.136700252071023e-05
4,77,OMP,baseline,0.00024189898977056146,2.1068990463390946e-05,3.653697785921395e-05,7.893201836850494e-05,2.6098976377397776e-05,0.0
4,77,OMP,optimized,0.0001642159913899377,1.5173020074144006e-05,8.237009751610458e-06,5.8950012316927314e-05,1.8646998796612024e-05,3.0014998628757894e-05
4,78,OMP,baseline,0.0002130350039806217,1.8072998500429094e-05,3.17270023515448e-05,6.948200461920351e-05,2.5707005988806486e-05,0.0
4,78,OMP,optimized,0.00015667799743823707,1.4851015293970704e-05,8.520029950886965e-06,6.031099474057555e-05,1.7154976376332343e-05,2.7637986931949854e-05
4,79,OMP,baseline,0.00024082500021904707,1.8785984138958156e-05,3.1692994525656104e-05,7.350700616370887e-05,3.7905017961747944e-05,0.0
4,79,OMP,optimized,0.00015305500710383058,1.4129996998235583e-05,7.480994099751115e-06,5.737699393648654e-05,1.6736012184992433e-05,2.850500459317118e-05
4,80,OMP,baseline,0.00020355299056973308,1.6560996300540864e-05,2.91559990728274e-05,6.651801231782883e-05,2.365198452025652e-05,0.0
4,80,OMP,optimized,0.00015984600759111345,1.5675017493776977e-05,7.404014468193054e-06,6.147800013422966e-05,1.7924001440405846e-05,2.8445007046684623e-05
4,81,OMP,baseline,0.00018535299750510603,1.563498517498374e-05,2.763001248240471e-05,6.042300083208829e-05,2.1311017917469144e-05,0.0
4,81,OMP,optimized,0.00016338800196535885,1.4481993275694549e-05,7.014998118393123e-06,6.455701077356935e-05,1.7938989913091063e-05,3.078798181377351e-05
4,82,OMP,baseline,0.00039713599835522473,5.647298530675471e-05,5.0336020649410784e-05,0.00012177697499282658,4.068799898959696e-05,0.0
4,82,OMP,optimized,0.00017197700799442828,1.597599475644529e-05,8.138988050632179e-06,6.245599070098251e-05,2.2427004296332598e-05,3.0727009288966656e-05
4,83,OMP,baseline,0.00026634399546310306,2.0409977878443897e-05,4.083600651938468e-05,8.427300781477243e-05,4.2212996049784124e-05,0.0
4,83,OMP,optimized,0.00017105998995248228,1.681801222730428e-05,1.01160112535581e-05,6.539699097629637e-05,1.7826983821578324e-05,3.07229784084484e-05
4,84,OMP,baseline,0.00021250199642963707,1.7126993043348193e-05,3.142199420835823e-05,7.127599383238703e-05,2.4636989110149443e-05,0.0
4,84,OMP,optimized,0.0001636500091990456,1.5563986380584538e-05,9.466020856052637e-06,6.0080012190155685e-05,1.826300285756588e-05,2.945699088741094e-05
4,85,OMP,baseline,0.00021005100279580802,1.6578007489442825e-05,3.278400981798768e-05,6.896999548189342e-05,2.4546985514461994e-05,0.0
4,85,OMP,optimized,0.0001956390042323619,1.8683975213207304e-05,9.316005161963403e-06,6.410297646652907e-05,2.1396001102402806e-05,4.844101204071194e-05
4,86,OMP,baseline,0.0005019359959987924,2.5259985704906285e-05,4.119501681998372e-05,0.00015566298679914325,0.000153442015289329,0.0
4,86,OMP,optimized,0.0001961960078915581,1.789900125004351e-05,8.203016477636993e-06,6.715998461004347e-05,2.217000292148441e-05,4.4738000724464655e-05
4,87,OMP,baseline,0.0002117529948009178,1.67190155480057e-05,3.159500192850828e-05,7.318898860830814e-05,2.480499097146094e-05,0.0
4,87,OMP,optimized,0.00027305200637783855,2.1274987375363708e-05,1.006700040306896e-05,0.00010295001266058534,3.5572986234910786e-05,5.46020019100979e-05
4,88,OMP,baseline,0.00019337600679136813,1.6892008716240525e-05,2.9984992579557e-05,6.164702062960714e-05,2.2558000637218356e-05,0.0
4,88,OMP,optimized,0.00017774799198377877,1.972098834812641e-05,8.926988812163472e-06,5.953498475719243e-05,1.8076010746881366e-05,2.746499376371503e-05
4,89,OMP,baseline,0.00021397399541456252,1.7735990695655346e-05,3.3204982173629105e-05,7.19820091035217e-05,2.4887995095923543e-05,0.0
4,89,OMP,optimized,0.00015593400166835636,1.6771999071352184e-05,8.283008355647326e-06,5.7554992963559926e-05,1.7248006770387292e-05,2.7838992536999285e-05
4,90,OMP,baseline,0.0002099799894494936,1.6588004655204713e-05,3.0194991268217564e-05,7.383601041510701e-05,2.434600901324302e-05,0.0
4,90,OMP,optimized,0.00015004799934104085,1.4739998732693493e-05,7.3699920903891325e-06,5.5948010412976146e-05,1.659900590311736e-05,2.7561007300391793e-05
