trial,screening_ratio,algorithm,implementation,label,m,n,measurement_ratio,matrix_kind,coeff_mode,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,group_size
204,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.037730402202154796,0.008161376126145297,0.09034033499022072,0.8125,0.8666666666666667,0,0.0010695170058170334,4,15.0,0.3209073957143475,noise_floor,2,3,0.00010590699093881994,17.5,True,,0,0,1.8473579265885474,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.181601303163916e-05,0.000439809009549208,0.00018236201140098274,2.9628004995174706e-05,0.00016254099318757653,3.0
205,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.037032778417975455,0.006131530178438303,0.07830408787820917,0.875,0.9333333333333333,0,0.001020596013404429,4,15.0,0.3624413097582174,noise_floor,1,2,9.874399984255433e-05,17.5,True,,0,0,1.934629301097686,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.1369996829889715e-05,0.0004379739984869957,0.0001817739976104349,2.7546993806026876e-05,0.0001283899910049513,3.0
206,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.048102833645462556,0.0014455844434535018,0.03802084222441031,0.9375,0.9375,0,0.001140219988883473,4,16.0,0.4274802197841975,target_sparsity_reached,1,1,0.00012112001422792673,18.75,True,,0,0,2.28900679941116,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.0574996597133577e-05,0.0004681089922087267,0.0002072580246021971,3.096299769822508e-05,0.0001464999804738909,3.0
207,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04768973839106664,0.006043541416582459,0.07774021749765342,0.875,0.9333333333333333,0,0.0010727180051617324,4,15.0,0.36137656710184235,noise_floor,1,2,0.0001036349858622998,17.5,True,,0,0,1.9700601275260892,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.3061002139002085e-05,0.0004575689963530749,0.00018919800641015172,2.8874972485937178e-05,0.00013161698007024825,3.0
208,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03295208959307951,0.006738636451300931,0.08208919814019949,0.75,0.8,0,0.0010107770067406818,4,15.0,0.32779134957438066,noise_floor,3,4,9.753499762155116e-05,17.5,True,,0,0,2.100197499716644,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,1.8923994502983987e-05,0.0004232479986967519,0.00017320801271125674,2.4936976842582226e-05,0.00015048602654132992,3.0
209,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.036279238449720495,0.0019109231756527455,0.04371410728417939,0.875,0.875,0,0.0011007499997504056,4,16.0,0.3752265722758318,target_sparsity_reached,2,2,0.00010665900481399149,18.75,True,,0,0,2.101624968555853,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.022301487158984e-05,0.00047812299453653395,0.0002028299932135269,2.724000660236925e-05,0.00013274201774038374,3.0
210,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04648889697330023,0.004992717628640503,0.07065916521330055,0.875,0.9333333333333333,0,0.0010418189922347665,4,15.0,0.46027823010665336,noise_floor,1,2,9.987200610339642e-05,17.5,True,,0,0,1.9133401381327966,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.006298745982349e-05,0.0004626339941751212,0.00017877499340102077,2.618500730022788e-05,0.00012974398850928992,3.0
211,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.049619230402018114,0.0031160054253635346,0.055821191543745596,0.9375,0.9375,0,0.0010838199959835038,4,16.0,0.42546355092412685,target_sparsity_reached,1,1,9.993798448704183e-05,18.75,True,,0,0,2.055962183093068,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.1199011825956404e-05,0.00046162999933585525,0.00019174498447682709,2.929000766016543e-05,0.00012759699893649668,3.0
212,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03755646548291385,0.001485493985970562,0.03854210666233181,0.875,0.9333333333333333,0,0.0011329570115776733,4,15.0,0.34529967249953286,noise_floor,1,2,0.00010966401896439493,17.5,True,,0,0,2.0666121830509336,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.165499608963728e-05,0.0004917180049233139,0.00019741698633879423,2.7561996830627322e-05,0.00014741200720891356,3.0
213,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03526687539068599,0.04734797446805558,0.2175958971765221,0.8125,0.8125,0,0.0011205520131625235,4,16.0,0.48719384114816716,target_sparsity_reached,3,3,0.00010480302444193512,18.75,True,,0,0,2.1862049509253656,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.0575011149048805e-05,0.0005028229934396222,0.00019731798965949565,2.76569917332381e-05,0.00013566399866249412,3.0
214,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.030924743134885226,0.009390106401610723,0.09690256137796732,0.8125,0.8666666666666667,0,0.001225795000209473,4,15.0,0.3314351744792722,noise_floor,2,3,0.00011570498463697731,17.5,True,,0,0,2.196318631433061,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.4934022803790867e-05,0.0005073200009064749,0.00022878299932926893,3.994100552517921e-05,0.00015567299851682037,3.0
215,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04326784794676952,0.005156690500049822,0.07181010026486401,0.9375,0.9375,0,0.0011206119961570948,4,16.0,0.32497506622918554,target_sparsity_reached,1,1,0.00010616399231366813,18.75,True,,0,0,2.012862123425541,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.394600596744567e-05,0.0004840309848077595,0.0001993140031117946,3.317001392133534e-05,0.00013565499102696776,3.0
216,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04945510935626922,0.0040004029313460135,0.06324873857513692,0.8125,0.8666666666666667,0,0.0011405809927964583,4,15.0,0.4077424024164999,noise_floor,2,3,0.00010572400060482323,17.5,True,,0,0,2.014462149374323,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.4286011466756463e-05,0.00046295300126075745,0.0001894300221465528,3.104899951722473e-05,0.0001439900224795565,3.0
217,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.033547720202262106,0.0044556838043730805,0.06675090864080488,0.8125,0.8125,0,0.0011920760007342324,4,16.0,0.30607152311051816,target_sparsity_reached,3,3,0.00011176001862622797,18.75,True,,0,0,2.2539817572044196,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.226499782409519e-05,0.0005330760031938553,0.0002084360021399334,3.142099012620747e-05,0.00014720599574502558,3.0
218,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04137985025593715,0.005036166164067642,0.07096595073743212,0.9375,0.9375,0,0.0016021339979488403,5,16.0,0.3748735997246927,target_sparsity_reached,1,1,0.00014114500663708895,15.0,True,,0,0,2.054337899506375,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5632.0,768.0,2048.0,0.0,2048.0,128.0,432.0,48.0,40.0,40.0,40.0,40.0,0.0,2.5968998670578003e-05,0.0005394890031311661,0.00023398596385959536,3.8875979953445494e-05,0.0004677339893532917,3.0
219,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.043397641556790635,0.029650997302536553,0.17219464945966398,0.8125,0.8125,0,0.001193771997350268,4,16.0,0.504696276533188,target_sparsity_reached,3,3,0.00011095301306340843,18.75,True,,0,0,2.058167724082859,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.449400199111551e-05,0.0005213889817241579,0.00020590898930095136,3.093200211878866e-05,0.00013272598152980208,3.0
220,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.044768441971559714,0.005790577150377183,0.07609584187310883,0.875,0.9333333333333333,0,0.0010663499997463077,4,15.0,0.4312261862440894,noise_floor,1,2,0.00010783299512695521,17.5,True,,0,0,2.2646546559093577,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,1.9964994862675667e-05,0.0004428249812917784,0.0001837929739849642,2.696200681384653e-05,0.00015762100520078093,3.0
221,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.061792882071666035,0.0029911552731423205,0.05469145521141598,0.9375,0.9375,0,0.0016869329992914572,5,16.0,0.6097304806895827,target_sparsity_reached,1,1,0.00013000000035390258,15.0,True,,0,0,2.2235138270703847,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5632.0,768.0,2048.0,0.0,2048.0,128.0,432.0,48.0,40.0,40.0,40.0,40.0,0.0,2.5392990210093558e-05,0.0005926820158492774,0.00023050501476973295,3.945101343560964e-05,0.0005028549931012094,3.0
222,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.049248804594088084,0.0027356811448265624,0.05230373930061371,0.875,0.9333333333333333,0,0.0010938039922621101,4,15.0,0.4737062634992727,noise_floor,1,2,0.0001054219901561737,17.5,True,,0,0,2.2122690643880345,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.1630010451190174e-05,0.000471437000669539,0.00020911898172926158,2.8988986741751432e-05,0.00012772598711308092,3.0
223,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.02758193323259548,0.00044292131393069577,0.021045695852850668,0.9375,0.9375,0,0.0010809880041051656,4,16.0,0.25223754503953205,target_sparsity_reached,1,1,0.00011137500405311584,18.75,True,,0,0,2.11078000885684,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,1.9975996110588312e-05,0.00046280899550765753,0.0001973289909074083,2.6787995011545718e-05,0.0001394930004607886,3.0
224,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.047319524491635026,0.018074093050720007,0.13443992357450968,0.875,0.875,0,0.0012355099897831678,4,16.0,0.6842187863568159,target_sparsity_reached,2,2,0.0001134999911300838,18.75,True,,0,0,2.507930650337825,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.5850997189991176e-05,0.0005174510151846334,0.00021338700025808066,3.089699021074921e-05,0.00013979000505059958,3.0
225,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03578412582506565,0.008204898857252306,0.09058089675672408,0.8125,0.8125,0,0.0011842439998872578,4,16.0,0.4194644925833235,target_sparsity_reached,3,3,0.00011359300697222352,18.75,True,,0,0,2.148221628994015,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.376399061176926e-05,0.0005224129999987781,0.00020995200611650944,3.237799683120102e-05,0.000144082005135715,3.0
226,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04426067517338364,0.0018579339257032183,0.04310375767497793,0.9375,0.9375,0,0.0011667939979815856,4,16.0,0.3553357693172061,target_sparsity_reached,1,1,0.00010575502528809011,18.75,True,,0,0,2.1583602242707807,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.087900065816939e-05,0.0005141609872225672,0.000207939010579139,3.1207018764689565e-05,0.00014106101298239082,3.0
227,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03313402358066518,0.007164920915090344,0.08464585586483454,0.8125,0.8125,0,0.0015992849948816001,5,16.0,0.3265069450513274,target_sparsity_reached,3,3,0.0001248239859705791,15.0,True,,0,0,2.401128214014112,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5632.0,768.0,2048.0,0.0,2048.0,128.0,432.0,48.0,40.0,40.0,40.0,40.0,0.0,2.667898661457002e-05,0.0005445339920697734,0.0002160019939765334,3.9319987990893424e-05,0.0004719489807030186,3.0
228,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04115332099813985,0.005177522940741701,0.07195500636329415,0.875,0.875,0,0.0011195340048288926,4,16.0,0.32707153094582303,target_sparsity_reached,2,2,0.00010956799087580293,18.75,True,,0,0,1.9126458003969828,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.0772000425495207e-05,0.0004647530004149303,0.00019432298722676933,2.692099951673299e-05,0.00017202799790538847,3.0
229,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03337210531826684,0.0062501633462114115,0.07905797458960995,0.8125,0.8666666666666667,0,0.001014956011204049,4,15.0,0.3109680680077954,noise_floor,2,3,9.772801422514021e-05,17.5,True,,0,0,1.971683577593799,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,1.956800406333059e-05,0.0004420080076670274,0.00017944698629435152,2.7707006665877998e-05,0.00012348998279776424,3.0
230,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04110385900614791,0.01493196168461507,0.1221964061853501,0.75,0.8,0,0.002247181997518055,4,15.0,0.42859670779363346,noise_floor,3,4,0.0003318580274935812,17.5,True,,0,0,2.3829469497350466,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,5.503199645318091e-05,0.0009285069827456027,0.00048234900168608874,6.114598363637924e-05,0.0002186219790019095,3.0
231,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.035716089233313895,0.003103897575776546,0.055712633897317634,0.9375,0.9375,0,0.0013401929900282994,4,16.0,0.3124138709136459,target_sparsity_reached,1,1,0.0001385360083077103,18.75,True,,0,0,1.9871637457698608,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.318498445674777e-05,0.0005555340176215395,0.00024703801318537444,3.710901364684105e-05,0.00016517899348400533,3.0
232,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.043355564820731836,0.0030028167830088966,0.05479796331077366,0.875,0.9333333333333333,0,0.001067119010258466,4,15.0,0.4125414047666055,noise_floor,1,2,0.00010314901010133326,17.5,True,,0,0,2.1966839571672483,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.2920023184269667e-05,0.000457410016679205,0.000187613011803478,3.2118012313731015e-05,0.00013254000805318356,3.0
233,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.02936593249751203,0.003485165837250314,0.059035293149524666,0.9375,0.9375,0,0.0016845429927343503,5,16.0,0.2876918470931098,target_sparsity_reached,1,1,0.00013586500426754355,15.0,True,,0,0,2.273853299735154,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5632.0,768.0,2048.0,0.0,2048.0,128.0,432.0,48.0,40.0,40.0,40.0,40.0,0.0,2.6967012672685087e-05,0.0005621589807560667,0.00022943700605537742,3.804100560955703e-05,0.00047047399857547134,3.0
234,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.02676472935466582,0.0030896740102344233,0.05558483615370673,0.9375,1.0,0,0.001035373003105633,4,15.0,0.2531176758756454,noise_floor,0,1,0.00010017800377681851,17.5,True,,0,0,1.9382243528880887,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.093699004035443e-05,0.0004441760102054104,0.00018522200116422027,2.9681003070436418e-05,0.0001249269989784807,3.0
235,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03710810196366852,0.005685614582647635,0.07540301441353413,0.8125,0.8666666666666667,0,0.0011023989936802536,4,15.0,0.33928552220036007,noise_floor,2,3,0.00010627499432303011,17.5,True,,0,0,2.0258743937894605,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.096398384310305e-05,0.00046688599104527384,0.00018825499864760786,2.865800342988223e-05,0.0001637270033825189,3.0
236,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.041189629542775365,0.0042196542263936475,0.06495886564891391,0.875,0.9333333333333333,0,0.001046121004037559,4,15.0,0.3523696949033773,noise_floor,1,2,0.00010127799760084599,17.5,True,,0,0,2.1182963253765346,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,1.9346014596521854e-05,0.0004601819964591414,0.00018269801512360573,2.7110014343634248e-05,0.0001265540049644187,3.0
237,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.02753595985279926,0.004679980301204714,0.06841038153091031,0.8125,0.8125,0,0.0010378469887655228,4,16.0,0.2914101920074761,target_sparsity_reached,3,3,0.00011013101902790368,18.75,True,,0,0,2.4544120645255725,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,1.9144979887641966e-05,0.00043917600123677403,0.00018057299894280732,2.58859945461154e-05,0.00014365999959409237,3.0
238,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.051109586195926,0.006083518194444952,0.07799691144170359,0.8125,0.8666666666666667,0,0.0012463859893614426,4,15.0,0.4752653415960747,noise_floor,2,3,0.00010871398262679577,17.5,True,,0,0,2.032891476727691,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.592099190223962e-05,0.00047645301674492657,0.0001871940039563924,2.6793990400619805e-05,0.00022837400319986045,3.0
239,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.06518845008652929,0.022437791425494142,0.14979249455661703,0.875,0.875,0,0.001056043998687528,4,16.0,0.7438844208527942,target_sparsity_reached,2,2,0.0001005950034596026,18.75,True,,0,0,2.1681493772346565,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.1194980945438147e-05,0.00045843802217859775,0.00018833500507753342,2.7900998247787356e-05,0.00012712700117845088,3.0
240,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.04798621030786219,0.008145633427063313,0.09025316297539557,0.8125,0.8666666666666667,0,0.0011146399920107797,4,15.0,0.4937807610806997,noise_floor,2,3,0.00011328799882903695,17.5,True,,0,0,1.793040515498146,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.0082006813026965e-05,0.0004624540015356615,0.00020892398606520146,2.8919996111653745e-05,0.0001509129797341302,3.0
241,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03226044268989124,0.0016463186309573384,0.04057485219883541,0.9375,0.9375,0,0.0013810139935230836,4,16.0,0.2852517740337938,target_sparsity_reached,1,1,0.00013062798825558275,18.75,True,,0,0,2.1137341694799625,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,3.0162016628310084e-05,0.0006177939794724807,0.0002427649887977168,3.856798866763711e-05,0.00014794802700635046,3.0
242,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.033791375452537735,0.00276116885334664,0.052546825340325176,0.875,0.875,0,0.0011312449933029711,4,16.0,0.3308439166984226,target_sparsity_reached,2,2,0.00010737399861682206,18.75,True,,0,0,2.1679304798758996,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.3347995011135936e-05,0.0004976820055162534,0.0001998619845835492,3.062200266867876e-05,0.0001338459987891838,3.0
243,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.057392433174678265,0.0035684571053310626,0.059736564224359794,0.875,0.9333333333333333,0,0.0011640140000963584,4,15.0,0.4911953938424238,noise_floor,1,2,0.00011737199383787811,17.5,True,,0,0,2.2519177467282576,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.2117979824543e-05,0.0005199880106374621,0.00020389600831549615,3.238400677219033e-05,0.0001436480088159442,3.0
244,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.044836040606422475,0.003943816186493179,0.06279981040172955,0.875,0.875,0,0.001117758991313167,4,16.0,0.388006913583624,target_sparsity_reached,2,2,0.0001259829878108576,18.75,True,,0,0,2.047532207750653,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.0861989469267428e-05,0.0004603480192599818,0.00021239901252556592,3.112800186499953e-05,0.00014137299149297178,3.0
245,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.044133085502972194,0.0051711711477249005,0.07191085556245941,0.875,0.9333333333333333,0,0.0010574879997875541,4,15.0,0.3942589190301685,noise_floor,1,2,0.00010275897511746734,17.5,True,,0,0,1.8117525518251631,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.0794002921320498e-05,0.0004430879926076159,0.00018605899822432548,2.8072987333871424e-05,0.00012971599062439054,3.0
246,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.043413504093289326,0.005205709275887732,0.07215060135499726,0.875,0.875,0,0.0015196229942375794,5,16.0,0.3999659221830638,target_sparsity_reached,2,2,0.00011669698869809508,15.0,True,,0,0,2.119815631198275,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5632.0,768.0,2048.0,0.0,2048.0,128.0,432.0,48.0,40.0,40.0,40.0,40.0,0.0,2.4361987016163766e-05,0.0005171590310055763,0.00020634901011362672,3.1791001674719155e-05,0.00044274200627114624,3.0
247,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.033606953183873016,0.0027919558574565793,0.05283896154786333,0.9375,1.0,0,0.001106789000914432,4,15.0,0.2906531689604448,noise_floor,0,1,0.0001044469972839579,17.5,True,,0,0,2.3768174736529653,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5208.0,768.0,2048.0,0.0,1800.0,120.0,304.0,40.0,32.0,32.0,32.0,32.0,0.0,2.096300886478275e-05,0.00045044999569654465,0.00018361500406172127,2.6654015528038144e-05,0.0001582709955982864,3.0
248,,Improved-gOMP,optimized,Improved-gOMP (optimized),96,256,0.375,gaussian,gaussian,20.0,0.03285677582594676,0.008639290895615494,0.09294778585644466,0.9375,0.9375,0,0.001596114001586102,4,16.0,0.32117182370598457,target_sparsity_reached,1,1,0.00013946199032943696,18.75,True,,0,0,1.9559384318638873,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5480.0,768.0,2048.0,0.0,2048.0,128.0,320.0,40.0,32.0,32.0,32.0,32.0,0.0,2.6968002202920616e-05,0.0006867159681860358,0.00024001699057407677,3.429799107834697e-05,0.00024433800717815757,3.0
