measurement_ratio,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
0.3125,128,gOMP,baseline,0.0004826439981115982,2.1911997464485466e-05,6.71099842293188e-05,0.0001981249952223152,3.7564022932201624e-05,0.0
0.3125,128,gOMP,optimized,0.00027349599986337125,2.2349981009028852e-05,5.6105025578290224e-05,9.298598160967231e-05,2.895898069255054e-05,0.0
0.3125,129,gOMP,baseline,0.0005184600013308227,2.3603992303833365e-05,7.156199717428535e-05,0.00018573699344415218,5.019403761252761e-05,0.0
0.3125,129,gOMP,optimized,0.000258790998486802,2.5316025130450726e-05,5.3338982979767025e-05,9.655000758357346e-05,3.0316004995256662e-05,0.0
0.3125,130,gOMP,baseline,0.0004441939963726327,2.1853004000149667e-05,6.767299782950431e-05,0.00017170100181829184,3.365600423421711e-05,0.0
0.3125,130,gOMP,optimized,0.0003155169979436323,7.319801079574972e-05,6.508399383164942e-05,9.209102427121252e-05,2.991700603161007e-05,0.0
0.3125,131,gOMP,baseline,0.00048007399891503155,2.158299321308732e-05,7.566501153632998e-05,0.00018912098312284797,3.6250989069230855e-05,0.0
0.3125,131,gOMP,optimized,0.00022699098917655647,1.955901097971946e-05,5.0004018703475595e-05,8.275100844912231e-05,2.678601595107466e-05,0.0
0.3125,132,gOMP,baseline,0.0005340339994290844,3.0369003070518374e-05,7.957301568239927e-05,0.0002106509928125888,4.417799937073141e-05,0.0
0.3125,132,gOMP,optimized,0.0002313919976586476,1.9256040104664862e-05,4.98440203955397e-05,8.243598858825862e-05,2.730601408984512e-05,0.0
0.3125,133,gOMP,baseline,0.0005299449985614046,2.4603985366411507e-05,7.368798833340406e-05,0.00018421596905682236,5.985001916997135e-05,0.0
0.3125,133,gOMP,optimized,0.00025157700292766094,2.363701059948653e-05,6.267501157708466e-05,8.58120183693245e-05,2.8367998311296105e-05,0.0
0.3125,134,gOMP,baseline,0.0004562539979815483,2.1886007743887603e-05,6.827502511441708e-05,0.00018020198331214488,3.333299537189305e-05,0.0
0.3125,134,gOMP,optimized,0.00022876399452798069,1.937001070473343e-05,5.022800178267062e-05,8.240497845690697e-05,2.6837005862034857e-05,0.0
0.3125,135,gOMP,baseline,0.0005803059902973473,2.3154992959462106e-05,7.665900920983404e-05,0.00024919498537201434,4.9349007895216346e-05,0.0
0.3125,135,gOMP,optimized,0.0003517340082908049,5.649897502735257e-05,7.623000419698656e-05,0.00012112500553485006,3.6406010622158647e-05,0.0
0.3125,136,gOMP,baseline,0.0004538369976216927,2.0198989659547806e-05,7.276101678144187e-05,0.0001786499924492091,3.250298323109746e-05,0.0
