trial,coeff_mode,algorithm,m,n,measurement_ratio,matrix_kind,snr_db,noise_sigma,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,stop_reason,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,used_incremental_solver,fallback_reason,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver
14,uniform,OMP,96,256,0.375,gaussian,20.0,0.023734172549744408,0.005312581811405978,0.07288745990502055,0.875,0.875,0,0.0009473999962210655,16,16.0,0.18122433989897893,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,1.9854107861601207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,uniform,gOMP,96,256,0.375,gaussian,20.0,0.023734172549744408,0.004423226143985134,0.06650733902348774,0.875,0.875,0,0.0003927999932784587,6,16.0,0.1887856223190779,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.004273331404637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.023734172549744408,0.004423226149166522,0.06650733906244123,0.875,0.875,0,0.0015869999770075083,6,16.0,0.1887856223190779,target_sparsity_reached,2,2,0.00014750001719221473,17.833333333333332,True,cholesky_solve,1,0,2.004273331404637,1.0,1.0,0.0,0.0,1.0,0.0,1.0
15,uniform,OMP,96,256,0.375,gaussian,20.0,0.01828654153367488,0.011486595985722181,0.10717553818722901,0.8125,0.8125,0,0.0010923999943770468,16,16.0,0.15719808694586657,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,1.9278582407470175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,uniform,gOMP,96,256,0.375,gaussian,20.0,0.01828654153367488,0.00922455305042583,0.09604453680676392,0.8125,0.8125,0,0.00042779999785125256,6,16.0,0.1699782723845484,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.124213030772963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.01828654153367488,0.009311138872636291,0.09649424269165643,0.8125,0.8125,0,0.0015013000229373574,6,16.0,0.16983133932209865,target_sparsity_reached,3,3,0.00013369997031986713,17.833333333333332,True,cholesky_solve,1,0,2.145635089211168,1.0,1.0,0.0,0.0,1.0,0.0,1.0
16,uniform,OMP,96,256,0.375,gaussian,20.0,0.021999663306934775,0.0019468010481245737,0.04412256846699401,0.9375,0.9375,0,0.0011451999889686704,16,16.0,0.19581561554508906,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,1.9656954130754873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,uniform,gOMP,96,256,0.375,gaussian,20.0,0.021999663306934775,0.031227578936673293,0.17671326757398068,0.875,0.875,0,0.000457199988886714,6,16.0,0.3559050172571129,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.187433833720504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.021999663306934775,0.0011213261040972102,0.0334862076696841,0.9375,0.9375,0,0.002053400006843731,6,16.0,0.20560958018838296,target_sparsity_reached,1,1,0.00015619999612681568,17.166666666666668,True,cholesky_solve,1,0,2.2989632391449595,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17,uniform,OMP,96,256,0.375,gaussian,20.0,0.021079848875599154,0.005020689513991662,0.070856824046747,0.875,0.875,0,0.0010094000026583672,16,16.0,0.2026262271359706,target_sparsity_reached,2,2,0.0,1.0,False,,0,0,2.3824822221589597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,uniform,gOMP,96,256,0.375,gaussian,20.0,0.021079848875599154,0.005020689513991655,0.07085682404674694,0.875,0.875,0,0.00044299999717622995,6,16.0,0.20262622713597067,target_sparsity_reached,2,2,0.0,3.0,False,,0,0,2.3824822221589597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.021079848875599154,0.00502068950634944,0.07085682399281977,0.875,0.875,0,0.0015705999976489693,6,16.0,0.20262622713597067,target_sparsity_reached,2,2,0.00014410004951059818,17.666666666666668,True,cholesky_solve,1,0,2.3824822221589574,1.0,1.0,0.0,0.0,1.0,0.0,1.0
18,uniform,OMP,96,256,0.375,gaussian,20.0,0.0161699261862678,0.004437025045421142,0.06661099793143128,0.9375,0.9375,0,0.000968700012890622,16,16.0,0.1482254426601678,target_sparsity_reached,1,1,0.0,1.0,False,,0,0,2.1712792139757617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,uniform,gOMP,96,256,0.375,gaussian,20.0,0.0161699261862678,0.025700546883522385,0.16031390109258267,0.8125,0.8125,0,0.0004296000115573406,6,16.0,0.1877012542575634,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.266995534163473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.0161699261862678,0.01289136629533366,0.1135401527889304,0.875,0.875,0,0.0015181000053416938,6,16.0,0.18629718912910398,target_sparsity_reached,2,2,0.0001391999830957502,17.5,True,cholesky_solve,1,0,2.2013067488451505,1.0,1.0,0.0,0.0,1.0,0.0,1.0
19,uniform,OMP,96,256,0.375,gaussian,20.0,0.02623662508775579,0.005972158742408283,0.0772797434157767,0.8125,0.8125,0,0.00099709999631159,16,16.0,0.19513055872851515,target_sparsity_reached,3,3,0.0,1.0,False,,0,0,2.0958435563413302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,uniform,gOMP,96,256,0.375,gaussian,20.0,0.02623662508775579,0.0046845881915671605,0.06844405154260785,0.8125,0.8125,0,0.0004106000124011189,6,16.0,0.20763814323917587,target_sparsity_reached,3,3,0.0,3.0,False,,0,0,2.1769163448429696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,uniform,Improved-gOMP,96,256,0.375,gaussian,20.0,0.02623662508775579,0.004716389971633222,0.0686759781265125,0.8125,0.8666666666666667,0,0.0013282000145409256,5,15.0,0.20871891924417538,noise_floor,2,3,0.0001204000145662576,19.4,True,cholesky_solve,1,0,2.121806483730212,1.0,1.0,0.0,0.0,1.0,0.0,1.0
