k,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
16,OMP,baseline,2.4664287764360517e-30,1.4551139445809052e-15,1.0,1.0,1.0,0.0009225145000527846,16.0,16.0,5.816751201321085e-15,0.0,0.0,0.0003661496991602083,1.0,0.0,0.0,2.243163167985605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9738166601164264e-05,9.70186014455976e-05,0.0003661496991602083,8.518066776256698e-05,0.0,4040.0,640.0,2048.0,0.0,0.0,0.0,1088.0,136.0,0.0,0.0,0.0,128.0,0.0
16,OMP,optimized,1.8098491754067258e-20,1.3233448904312105e-10,1.0,1.0,1.0,0.0005292882332772326,16.0,16.0,4.2555309237672565e-10,0.0,0.0,0.00021065606803555664,1.0,0.0,0.0,2.243163167985605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.122786690966071e-05,2.1731133771633418e-05,0.00021065606803555664,7.22904998838203e-05,0.00010648433344613295,3344.0,640.0,0.0,256.0,2048.0,128.0,128.0,136.0,0.0,0.0,0.0,8.0,0.0
16,gOMP,baseline,0.0028512909516253504,0.03927943317056867,0.9020833333333333,0.9020833333333333,0.03333333333333333,0.0004268765997646066,6.0,16.0,0.12061629993625327,1.5666666666666667,1.5666666666666667,0.0001703458994597895,3.0,0.0,0.0,2.368045596050176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1734200466501837e-05,5.876466675545089e-05,0.0001703458994597895,3.409589941535766e-05,0.0,3536.0,640.0,2048.0,256.0,0.0,0.0,488.0,56.0,0.0,0.0,0.0,48.0,0.0
16,gOMP,optimized,0.0028512909515572603,0.039279433175273507,0.9020833333333333,0.9020833333333333,0.03333333333333333,0.00021233503333254096,6.0,16.0,0.12061629995117816,1.5666666666666667,1.5666666666666667,7.571673389369e-05,3.0,0.0,0.0,2.368045596050176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9243466037247952e-05,4.451223406552647e-05,7.571673389369e-05,2.660623213159852e-05,0.0,1088.0,640.0,0.0,256.0,0.0,0.0,128.0,56.0,0.0,0.0,0.0,8.0,0.0
20,Improved-gOMP,baseline,0.03909878681785072,0.12277029849702463,0.8216666666666667,0.8216666666666667,0.03333333333333333,0.0034460860670757635,7.7,20.0,0.28116554731944443,3.566666666666667,3.566666666666667,0.0003042576659936458,17.379166666666666,0.0,0.0,2.8567342511427274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.671736728089551e-05,0.0023931158658039445,0.000257780599592176,4.6072999975876885e-05,0.00029350716758926867,3744.5333333333333,640.0,2048.0,0.0,0.0,0.0,740.5333333333333,69.6,61.6,61.6,61.6,61.6,0.0
20,Improved-gOMP,optimized,0.019144880483415228,0.059150643483330906,0.9166666666666666,0.9166666666666666,0.3333333333333333,0.0017040457661399464,7.933333333333334,20.0,0.1336910611537875,1.6666666666666667,1.6666666666666667,0.00018913243256974966,0.0,0.0,0.0,2.773317240172427,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.629820021160413e-05,0.0008033218326697048,0.0003177096668271891,5.598709891880086e-05,0.0002998806006265416,6350.933333333333,640.0,2048.0,0.0,3200.0,160.0,160.0,71.46666666666667,63.46666666666667,0.0,0.0,8.0,0.0
20,OMP,baseline,0.0169163667293613,0.03556419219582874,0.9616666666666667,0.9616666666666667,0.8333333333333334,0.0013242541001091013,20.0,20.0,0.055145714539726866,0.7666666666666667,0.7666666666666667,0.0005574076669290662,1.0,0.0,0.0,2.689592877069773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.508406633860432e-05,0.00011802123068870666,0.0005574076669290662,0.00011281556532291384,0.0,4696.0,640.0,2048.0,0.0,0.0,0.0,1680.0,168.0,0.0,0.0,0.0,160.0,0.0
20,OMP,optimized,0.016916366728513384,0.035564192323785784,0.9616666666666667,0.9616666666666667,0.8333333333333334,0.0006690096997772343,20.0,20.0,0.05514571496752634,0.7666666666666667,0.7666666666666667,0.00026542086404030365,1.0,0.0,0.0,2.689592877069773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.169506693064856e-05,2.6085700301337057e-05,0.00026542086404030365,9.188089934468735e-05,0.00013948296630890886,4592.0,640.0,0.0,256.0,3200.0,160.0,160.0,168.0,0.0,0.0,0.0,8.0,0.0
20,gOMP,baseline,0.02719396217102342,0.09448507222040577,0.8583333333333333,0.8583333333333333,0.06666666666666667,0.0006005150662531378,7.0,20.0,0.2192593447267829,2.8333333333333335,2.8333333333333335,0.00024177386634012996,3.0,0.0,0.0,2.89599312621348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0181366309989243e-05,7.57195680004467e-05,0.00024177386634012996,4.721233296246889e-05,0.0,3728.0,640.0,2048.0,256.0,0.0,0.0,664.0,64.0,0.0,0.0,0.0,56.0,0.0
20,gOMP,optimized,0.027193962168607422,0.09448507222887129,0.8583333333333333,0.8583333333333333,0.06666666666666667,0.0002600631662062369,7.0,20.0,0.21925934476755324,2.8333333333333335,2.8333333333333335,9.179703398937515e-05,3.0,0.0,0.0,2.89599312621348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7622100242297164e-05,5.337943281726136e-05,9.179703398937515e-05,3.1488400660843276e-05,0.0,1128.0,640.0,0.0,256.0,0.0,0.0,160.0,64.0,0.0,0.0,0.0,8.0,0.0
24,Improved-gOMP,baseline,0.11685776758683408,0.22995982903337736,0.7458333333333333,0.7458333333333333,0.03333333333333333,0.004655655133562201,9.6,24.0,0.4361856919134842,6.1,6.1,0.0004233389673269509,17.04111111111111,0.0,0.0,3.1912451018916452,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.5666667453285e-05,0.0032645719312616468,0.0003647347991015219,5.6887599203037095e-05,0.00037853620002958145,4176.533333333334,640.0,2048.0,0.0,0.0,0.0,1096.5333333333333,84.8,76.8,76.8,76.8,76.8,0.0
24,Improved-gOMP,optimized,0.07333921548300783,0.12753122151027504,0.8736111111111111,0.8736111111111111,0.3333333333333333,0.0021722468999845054,9.8,24.0,0.1891304446730292,3.033333333333333,3.033333333333333,0.0002396684343693778,0.0,0.0,0.0,3.1142158213028917,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.137536695149417e-05,0.001062233866347621,0.00041085963287817626,6.316946613272497e-05,0.0003653470982195965,7852.8,640.0,2048.0,0.0,4608.0,192.0,192.0,86.4,78.4,0.0,0.0,8.0,0.0
24,OMP,baseline,0.10089103590496538,0.14372909987452034,0.8847222222222223,0.8847222222222223,0.6333333333333333,0.0017414332000043943,24.0,24.0,0.1612734529633414,2.7666666666666666,2.7666666666666666,0.0007713604338884276,1.0,0.0,0.0,3.0077239491578864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.951413498531716e-05,0.00014071136708177317,0.0007713604338884276,0.00012906036790809593,0.0,5480.0,640.0,2048.0,0.0,0.0,0.0,2400.0,200.0,0.0,0.0,0.0,192.0,0.0
24,OMP,optimized,0.10089103588693954,0.14372909996452315,0.8847222222222223,0.8847222222222223,0.6333333333333333,0.0008343377334919448,24.0,24.0,0.1612734533345941,2.7666666666666666,2.7666666666666666,0.00034381476822697245,1.0,0.0,0.0,3.0077239491578864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.938359825251003e-05,3.1928533038202055e-05,0.00034381476822697245,0.0001168405668674192,0.00016432459766898926,6096.0,640.0,0.0,256.0,4608.0,192.0,192.0,200.0,0.0,0.0,0.0,8.0,0.0
24,gOMP,baseline,0.07511046890513859,0.1593472538729386,0.8097222222222222,0.8097222222222222,0.03333333333333333,0.0007284425329999067,8.0,24.0,0.29149507473455943,4.566666666666666,4.566666666666666,0.0003161734335056584,3.0,0.0,0.0,3.203957108600054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41108994083091e-05,8.411673212928387e-05,0.0003161734335056584,5.0992000130160404e-05,0.0,3944.0,640.0,2048.0,256.0,0.0,0.0,864.0,72.0,0.0,0.0,0.0,64.0,0.0
24,gOMP,optimized,0.07511046890057994,0.15934725387902557,0.8097222222222222,0.8097222222222222,0.03333333333333333,0.0003195416331436718,8.0,24.0,0.29149507475233666,4.566666666666666,4.566666666666666,0.00011633936774160247,3.0,0.0,0.0,3.203957108600054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7876199843982856e-05,6.395516708532037e-05,0.00011633936774160247,4.070406672932828e-05,0.0,1168.0,640.0,0.0,256.0,0.0,0.0,192.0,72.0,0.0,0.0,0.0,8.0,0.0
28,Improved-gOMP,baseline,0.2458807668858011,0.4061351983478344,0.6011904761904762,0.6011904761904762,0.0,0.006227674699766794,11.366666666666667,28.0,0.5447693566493178,11.166666666666666,11.166666666666666,0.0006121496340104689,17.024444444444445,0.0,0.0,3.5309859697151222,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.6718699488556014e-05,0.004439677766519405,0.0005391789656035447,7.705653394320203e-05,0.00040467109841605027,4639.466666666666,640.0,2048.0,0.0,0.0,0.0,1488.8,98.93333333333334,90.93333333333334,90.93333333333334,90.93333333333334,90.93333333333334,0.0
28,Improved-gOMP,optimized,0.11421173829485509,0.20825494542235165,0.7773809523809524,0.7773809523809524,0.03333333333333333,0.002589607666474573,11.633333333333333,28.0,0.2908975197807271,6.233333333333333,6.233333333333333,0.00029125249978581753,0.0,0.0,0.0,3.572666094990464,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.125403513375204e-05,0.001261783232015053,0.0004936749012510214,8.611849916633219e-05,0.000423287467250096,9610.133333333333,640.0,2048.0,0.0,6272.0,224.0,224.0,101.06666666666666,93.06666666666666,0.0,0.0,8.0,0.0
28,OMP,baseline,0.1801949214238055,0.24814302776080244,0.780952380952381,0.780952380952381,0.3,0.0024725142999765617,28.0,28.0,0.26462721860776406,6.133333333333334,6.133333333333334,0.0011460508004044337,1.0,0.0,0.0,3.310236398584298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011666703188287405,0.00018080746522173286,0.0011460508004044337,0.00018096973387097629,0.0,6392.0,640.0,2048.0,0.0,0.0,0.0,3248.0,232.0,0.0,0.0,0.0,224.0,0.0
28,OMP,optimized,0.1801949213784387,0.2481430277874338,0.780952380952381,0.780952380952381,0.3,0.0010271154997705404,28.0,28.0,0.2646272187979044,6.133333333333334,6.133333333333334,0.0004301280316819126,1.0,0.0,0.0,3.310236398584298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.184733256309604e-05,3.7209266156423834e-05,0.0004301280316819126,0.00013814200113605087,0.0002109261656490465,7856.0,640.0,0.0,256.0,6272.0,224.0,224.0,232.0,0.0,0.0,0.0,8.0,0.0
28,gOMP,baseline,0.14330544651678276,0.2909989513476596,0.6916666666666667,0.6916666666666667,0.0,0.0011277718336107985,10.0,28.0,0.4305168109341695,8.633333333333333,8.633333333333333,0.0005119691328824653,3.0,0.0,0.0,3.6144962639173572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631483243429102e-05,0.00012064279981132131,0.0005119691328824653,7.243156590751217e-05,0.0,4416.0,640.0,2048.0,256.0,0.0,0.0,1304.0,88.0,0.0,0.0,0.0,80.0,0.0
28,gOMP,optimized,0.14330544648048008,0.29099895132355635,0.6916666666666667,0.6916666666666667,0.0,0.000386296100502174,10.0,28.0,0.43051681093416955,8.633333333333333,8.633333333333333,0.0001475780346178605,3.0,0.0,0.0,3.6144962639173572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2242433250454874e-05,7.587463236025845e-05,0.0001475780346178605,4.945170076098293e-05,0.0,1216.0,640.0,0.0,256.0,0.0,0.0,224.0,88.0,0.0,0.0,0.0,8.0,0.0
32,Improved-gOMP,baseline,0.3269321546340978,0.5196869071449403,0.5395833333333333,0.5395833333333333,0.0,0.00787589576660442,12.966666666666667,32.0,0.6358846983040751,14.733333333333333,14.733333333333333,0.0008007765997414632,17.27332112332112,0.0,0.0,3.8168343007299135,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.501370092640476e-05,0.0056687931324025465,0.0007113689674345854,8.96021334483521e-05,0.00045784669903999503,5141.866666666667,640.0,2048.0,0.0,0.0,0.0,1927.2,111.73333333333333,103.73333333333333,103.73333333333333,103.73333333333333,103.73333333333333,0.0
32,Improved-gOMP,optimized,0.2644668446633768,0.4195883504395709,0.621875,0.621875,0.0,0.0028752367338408173,13.166666666666666,32.0,0.48061827257838863,12.1,12.1,0.00033757633245841135,0.0,0.0,0.0,3.97607342751943,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.419716605198725e-05,0.0014406796007582065,0.0005622882332924443,8.145140200213063e-05,0.000441446399539321,11618.666666666666,640.0,2048.0,0.0,8192.0,256.0,256.0,113.33333333333333,105.33333333333333,0.0,0.0,8.0,0.0
32,OMP,baseline,0.33276652171716686,0.448043161596834,0.6541666666666667,0.6541666666666667,0.1,0.003120725866271338,32.0,32.0,0.3824756175812553,11.066666666666666,11.066666666666666,0.00151683296947643,1.0,0.0,0.0,3.747706172577872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013098313465889077,0.00020392680004685342,0.00151683296947643,0.00020298016740222618,0.0,7432.0,640.0,2048.0,0.0,0.0,0.0,4224.0,264.0,0.0,0.0,0.0,256.0,0.0
32,OMP,optimized,0.3327665216114586,0.4480431615572405,0.6541666666666667,0.6541666666666667,0.1,0.0012636608000320849,32.0,32.0,0.3824756176645405,11.066666666666666,11.066666666666666,0.0005487371981871547,1.0,0.0,0.0,3.747706172577872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011399813204964933,4.50851017376408e-05,0.0005487371981871547,0.0001808920989181691,0.00024302046779970017,9872.0,640.0,0.0,256.0,8192.0,256.0,256.0,264.0,0.0,0.0,0.0,8.0,0.0
32,gOMP,baseline,0.310006031679625,0.5028882958474346,0.5552083333333333,0.5552083333333333,0.0,0.0013876317333294233,11.0,32.0,0.6081275853990739,14.233333333333333,14.233333333333333,0.0006498845996247837,3.0,0.0,0.0,3.9335175189528098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8232465138038e-05,0.00012261463368001084,0.0006498845996247837,8.242026694157781e-05,0.0,4704.0,640.0,2048.0,256.0,0.0,0.0,1576.0,96.0,0.0,0.0,0.0,88.0,0.0
32,gOMP,optimized,0.3100060316181547,0.5028882958080596,0.5552083333333333,0.5552083333333333,0.0,0.00046985169962378374,11.0,32.0,0.6081275853990739,14.233333333333333,14.233333333333333,0.00018308886828890535,3.0,0.0,0.0,3.9335175189528098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.844769986850831e-05,8.88137332367478e-05,0.00018308886828890535,6.004403330734931e-05,0.0,1256.0,640.0,0.0,256.0,0.0,0.0,256.0,96.0,0.0,0.0,0.0,8.0,0.0
