k,algorithm,implementation,nmse,relative_l2_error,support_recall,support_precision,exact_support_recovery,runtime_sec,iterations,support_size,final_residual_norm,false_positive_count,false_negative_count,solver_time_sec,screening_pool_size_avg,solver_fallback_count,duplicate_candidate_hits,max_support_condition,rescue_attempted,rescue_accepted,used_tail_refinement,used_gain_reranking,used_forward_backward,used_two_phase_tail,used_cholesky_solver,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec,peak_working_set_bytes,residual_bytes,x_hat_bytes,support_mask_bytes,solver_gram_bytes,solver_rhs_bytes,support_history_bytes,residual_history_bytes,support_size_history_bytes,candidate_size_history_bytes,group_size_history_bytes,support_condition_history_bytes,extra_array_bytes
24,OMP,baseline,1.4549067861078348e-05,0.0004418262282393187,0.998611111111111,0.998611111111111,0.9733333333333334,0.0023064567660427302,24.0,24.0,0.001658020444172322,0.03333333333333333,0.03333333333333333,0.0009845935128880955,1.0,0.0,0.0,2.270811251109776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013885866462558607,0.000190187083450484,0.0009845935128880955,0.00020381282748222767,0.0,5864.0,1024.0,2048.0,0.0,0.0,0.0,2400.0,200.0,0.0,0.0,0.0,192.0,0.0
24,OMP,optimized,1.4549067858661115e-05,0.00044182635780450286,0.998611111111111,0.998611111111111,0.9733333333333334,0.0010241206929397556,24.0,24.0,0.0016580209552505473,0.03333333333333333,0.03333333333333333,0.00040227562121188066,1.0,0.0,0.0,2.270811251109776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011242326315062955,3.9711062903127815e-05,0.00040227562121188066,0.00014266790492299732,0.000199975855793988,6480.0,1024.0,0.0,256.0,4608.0,192.0,192.0,200.0,0.0,0.0,0.0,8.0,0.0
24,gOMP,baseline,0.00018829488544381954,0.008775290352742006,0.9577777777777777,0.9577777777777777,0.22,0.0009305938270699201,8.0,24.0,0.03331931432570412,1.0133333333333334,1.0133333333333334,0.00038569608121174034,3.0,0.0,0.0,2.321276197315878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88081176202572e-05,0.00011093629587167451,0.00038569608121174034,7.532514631747546e-05,0.0,4328.0,1024.0,2048.0,256.0,0.0,0.0,864.0,72.0,0.0,0.0,0.0,64.0,0.0
24,gOMP,optimized,0.0001882948854753041,0.008775290382516033,0.9577777777777777,0.9577777777777777,0.22,0.000404439373717903,8.0,24.0,0.03331931443650694,1.0133333333333334,1.0133333333333334,0.00014573890841948966,3.0,0.0,0.0,2.321276197315878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.110420569001221e-05,7.828470581443432e-05,0.00014573890841948966,4.994636906000343e-05,0.0,1552.0,1024.0,0.0,256.0,0.0,0.0,192.0,72.0,0.0,0.0,0.0,8.0,0.0
28,Improved-gOMP,baseline,0.0016894542430353277,0.018209220639628498,0.9546428571428572,0.9546428571428572,0.39666666666666667,0.007930440183408742,11.44,28.0,0.07083955308413815,1.27,1.27,0.0007410830359730843,17.582817793317794,0.0,0.0,2.5206280131959238,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.247123647984961e-05,0.0056101063071400375,0.0006445758605938043,0.00010361222210725854,0.0005493611851609587,5036.96,1024.0,2048.0,0.0,0.0,0.0,1499.36,99.52,91.52,91.52,91.52,91.52,0.0
28,Improved-gOMP,optimized,0.00017755651873581517,0.004271113068132437,0.9880952380952381,0.9880952380952381,0.74,0.0031293959730343103,11.653333333333334,28.0,0.01702406168511666,0.3333333333333333,0.3333333333333333,0.0003411750801023543,0.0,0.0,0.0,2.493855851173676,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.75211675115837e-05,0.001531705738598201,0.0005959188728592786,0.00010557997899011451,0.0004947912943801193,9994.453333333333,1024.0,2048.0,0.0,6272.0,224.0,224.0,101.22666666666667,93.22666666666667,0.0,0.0,8.0,0.0
28,OMP,baseline,7.1644177317028785e-06,0.000514495162334447,0.9982142857142857,0.9982142857142857,0.95,0.0030608677200991952,28.0,28.0,0.002046686440491386,0.05,0.05,0.0013647094739037834,1.0,0.0,0.0,2.47419344364473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017003343493944467,0.00022695231988710567,0.0013647094739037834,0.00024938861713351635,0.0,6776.0,1024.0,2048.0,0.0,0.0,0.0,3248.0,232.0,0.0,0.0,0.0,224.0,0.0
28,OMP,optimized,7.164417735413401e-06,0.0005144952965562652,0.9982142857142857,0.9982142857142857,0.95,0.0012400821267995322,28.0,28.0,0.0020466869985495597,0.05,0.05,0.0004918831142033723,1.0,0.0,0.0,2.47419344364473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013579912726219355,4.630533939537814e-05,0.0004918831142033723,0.000174766056540293,0.00024532018311821134,8240.0,1024.0,0.0,256.0,6272.0,224.0,224.0,232.0,0.0,0.0,0.0,8.0,0.0
28,gOMP,baseline,0.0005255882570216003,0.010252874845680356,0.9658333333333333,0.9658333333333333,0.35,0.0013423560070319695,10.0,28.0,0.04115319597499131,0.9566666666666667,0.9566666666666667,0.000595163503894533,3.0,0.0,0.0,2.5348761408053186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188950001766298e-05,0.00013988781764050941,0.000595163503894533,9.688326628139936e-05,0.0,4800.0,1024.0,2048.0,256.0,0.0,0.0,1304.0,88.0,0.0,0.0,0.0,80.0,0.0
28,gOMP,optimized,0.0005255882572679952,0.010252874896051522,0.9658333333333333,0.9658333333333333,0.35,0.0005303143605608777,10.0,28.0,0.041153196177308914,0.9566666666666667,0.9566666666666667,0.00019938120322568633,3.0,0.0,0.0,2.5348761408053186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432653376677118e-05,0.00010018137424290147,0.00019938120322568633,6.562480732099881e-05,0.0,1600.0,1024.0,0.0,256.0,0.0,0.0,224.0,88.0,0.0,0.0,0.0,8.0,0.0
32,Improved-gOMP,baseline,0.003215522555337412,0.026153573068351563,0.9394791666666666,0.9394791666666666,0.23333333333333334,0.010148132036847477,13.15,32.0,0.09609914846219253,1.9366666666666668,1.9366666666666668,0.0009933570034141757,17.639307081807083,0.0,0.0,2.790221523215123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.973294057997866e-05,0.007259453819521344,0.0008770150775671441,0.00013038129739769626,0.0005872847554079357,5554.533333333334,1024.0,2048.0,0.0,0.0,0.0,1948.5333333333333,113.2,105.2,105.2,105.2,105.2,0.0
32,Improved-gOMP,optimized,0.0001843994262836407,0.005282098946755422,0.9826041666666666,0.9826041666666666,0.63,0.0036782544669403685,13.32,32.0,0.022354681041380525,0.5566666666666666,0.5566666666666666,0.00041453686523401466,0.0,0.0,0.0,2.735756941963908,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.893034489824787e-05,0.0018415374010994823,0.000726771243547119,0.00012215652357549982,0.0005095347952737446,12005.12,1024.0,2048.0,0.0,8192.0,256.0,256.0,114.56,106.56,0.0,0.0,8.0,0.0
32,OMP,baseline,5.999448148860304e-05,0.0019275270517164862,0.9942708333333333,0.9942708333333333,0.8633333333333333,0.003996754510007983,32.0,32.0,0.008132183318903235,0.18333333333333332,0.18333333333333332,0.001860164856043363,1.0,0.0,0.0,2.716724415698809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020193879099674266,0.00026785338462402797,0.001860164856043363,0.000295335054106494,0.0,7816.0,1024.0,2048.0,0.0,0.0,0.0,4224.0,264.0,0.0,0.0,0.0,256.0,0.0
32,OMP,optimized,5.999448148260954e-05,0.0019275271828021463,0.9942708333333333,0.9942708333333333,0.8633333333333333,0.0015072220835038739,32.0,32.0,0.008132183873446008,0.18333333333333332,0.18333333333333332,0.0006128417230501763,1.0,0.0,0.0,2.716724415698809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015743587248527032,5.3987122325147526e-05,0.0006128417230501763,0.00021505568375378966,0.0002974351033723067,10256.0,1024.0,0.0,256.0,8192.0,256.0,256.0,264.0,0.0,0.0,0.0,8.0,0.0
32,gOMP,baseline,0.0004911893564157984,0.012063501439901144,0.9582291666666667,0.9582291666666667,0.22666666666666666,0.0016184340030303698,11.0,32.0,0.04896048780842049,1.3366666666666667,1.3366666666666667,0.000737697086296926,3.0,0.0,0.0,2.7752209592754484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.803898577345133e-05,0.00015748193831915234,0.000737697086296926,0.00011009732600842512,0.0,5088.0,1024.0,2048.0,256.0,0.0,0.0,1576.0,96.0,0.0,0.0,0.0,88.0,0.0
